id,reviewId,creationDate,criticName,isTopCritic,originalScore,reviewState,publicatioName,reviewText,scoreSentiment,reviewUrl
pimp_2010,1885526,2010-05-21,Allan Hunter,False,1/5,rotten,Daily Express (UK),"Tight close-ups and direct-to- camera confessionals are the order of the day in a film so peppered with sleazy sex, casual violence and endless swearing that it comes perilously close to caricature. Nobody's finest hour.",NEGATIVE,http://www.express.co.uk/entertainment/view/176396/Pimp-Film-review-and-trailer
pimp_2010,1885523,2010-05-21,Anthony Quinn,True,1/5,rotten,Independent (UK),"The plot, concerning the identity of a snuff-movie killer, is a gruesome mixture of sexual sadism and sentimentality, made even less palatable by dialogue of quarter-witted aggression.",NEGATIVE,http://www.independent.co.uk/arts-entertainment/films/reviews/pimp-18-1978582.html
pimp_2010,1885521,2010-05-21,Antonia Quirke,True,2/5,rotten,Financial Times,"Awful -- bad acting, the worst kind of cockney clichés.",NEGATIVE,http://www.ft.com/cms/s/2/c28e02cc-6355-11df-a844-00144feab49a.html
pimp_2010,1885519,2010-05-21,Trevor Johnston,False,1/5,rotten,Radio Times,"The sight of Dyer operating under the delusion he's channelling Al Pacino is grim enough, but the real blame must be laid at the door of director/star/co-writer Cavanah, who seriously underperforms in all three roles.",NEGATIVE,http://www.radiotimes.com/servlet_film/com.icl.beeb.rtfilms.client.simpleSearchServlet?searchTypeSelect=5&frn=49910
pimp_2010,1885517,2010-05-21,Ellen E Jones,False,1/5,rotten,Total Film,You wouldn't think a film could actually be both very boring and very offensive. Pimp is that paradox made flesh,NEGATIVE,http://www.totalfilm.com/reviews/cinema/pimp-1
pimp_2010,1885514,2010-05-21,Tim Evans,False,,rotten,Sky Cinema,For a film that limply purports to lift the lid on the sordid world of Soho sex trafficking this dismal offering is chock full of rank misogyny.,NEGATIVE,http://movies.sky.com/review/pimp
pimp_2010,1885513,2010-05-21,Paul Fairclough,True,,rotten,Little White Lies,Both breathtakingly crass and unintentionally funny without ever being engaging or entertaining.,NEGATIVE,
pimp_2010,1885512,2010-05-21,Cath Clarke,True,1/5,rotten,Guardian,"With nil insight - into the sex industry or anything else - you might conclude Pimp is a film for men who get their kicks watching Dyer strut around leering at topless women who -- in the parlance of the film -- look like ""the basic pleasure model"".",NEGATIVE,http://www.guardian.co.uk/film/2010/may/20/pimp-film-review
pimp_2010,1885509,2010-05-21,David Hayles,True,1/5,rotten,Times (UK),"It does, however, make you pity the desperate men and women who allow themselves to be degraded on camera for a few quid (the actors in Pimp).",NEGATIVE,http://entertainment.timesonline.co.uk/tol/arts_and_entertainment/film/film_reviews/article7131204.ece
pimp_2010,1885507,2010-05-21,David Jenkins,True,1/5,rotten,Time Out,"With its excessive levels of casual racism, sexism and homophobia, the film feels like nothing more than a rejected 'Derek and Clive' sketch that's been stripped of eloquence and irony and calibrated instead for cheap, leery laughs.",NEGATIVE,http://www.timeout.com/film/reviews/88558/pimp.html
pimp_2010,1899906,1800-01-01,Matthew Turner,False,2/5,rotten,ViewLondon,,NEGATIVE,http://www.viewlondon.co.uk/films/pimp-film-review-34049.html
singh_is_bliing,2615826,2019-08-15,Udita Jhunjhunwala,True,,rotten,Livemint,"With its lame script and tiresome gags, you'll forget Singh Is Bliing within seconds of leaving the cinema.",NEGATIVE,https://www.livemint.com/Leisure/VMDJ77u93enP38TvfVg21I/Film-review-Singh-Is-Bliing.html
singh_is_bliing,2487264,2018-06-27,Sukanya Verma,False,2/5,rotten,Rediff.com,"When they announced Singh is Bliing, I was most curious about its peculiar title and kitschy poster. I don't know why they called it that. What I do know is all that glitters is not gold.",NEGATIVE,http://www.rediff.com/movies/review/review-akshay-kumar-dazzles-singh-is-bliing-does-not/20151002.htm
singh_is_bliing,2487263,2018-06-27,Mike McCahill,True,1/5,rotten,Guardian,"Kumar gave a laudably serious, committed performance in August's prominent flop Brothers, but his follow-up looks very much like a reversion to give-'em-what-they-want type.",NEGATIVE,https://www.theguardian.com/film/2015/oct/04/singh-is-bliing-review-akshay-kumar-comedy-fails-to-shiine
singh_is_bliing,2487262,2018-06-27,Lisa Tsering,True,,rotten,Hollywood Reporter,"The alarming number of scenes objectifying, or downright insulting, female characters mark Prabhudheva as a prolific misogynist.",NEGATIVE,https://www.hollywoodreporter.com/review/singh-is-bliing-film-review-829584
singh_is_bliing,2487261,2018-06-27,Rohit Vats,False,1/5,rotten,Hindustan Times,Akshay Kumar's Singh Is Bliing could well be the last word on puerile humour Bollywood tries so hard to excel in often.,NEGATIVE,https://www.hindustantimes.com/movie-reviews/singh-is-bliing-review-nothing-is-shining-here/story-IZzAVR7Gq3mVXbCCWYfrXI.html
singh_is_bliing,2487259,2018-06-27,Renuka Vyavahare,False,3/5,fresh,The Times of India,"This Singh is silly but cute and endearing. Do not miss his starry entry on the beats of a foot-tapping bhangra number, Tung Tung Baje.",POSITIVE,https://timesofindia.indiatimes.com/entertainment/hindi/movie-reviews/Singh-Is-Bliing/movie-review/49192445.cms
singh_is_bliing,2431610,2017-10-30,Devesh Sharma,False,,fresh,Filmfare,"Lara [Dutta] is a hoot as she deadpans her lines, showing flair for campy comedy.",POSITIVE,https://www.filmfare.com/reviews/movie-review-singh-is-bliing-10711.html
singh_is_bliing,2402030,2017-06-27,Shilpa Jamkhandikar,False,,fresh,Reuters,Where Singh is Bliing differs from the tried and tested is that the leading lady is not reduced to a simpering mess waiting for her knight in shining armour to rescue her. Prabhudheva's heroine is the one doing the rescuing for much of the film.,POSITIVE,http://blogs.reuters.com/india/2015/10/02/movie-review-singh-is-bliing/
singh_is_bliing,2398315,2017-06-07,Nandini Ramnath,False,,fresh,Scroll.in,"At 141 minutes, Singh is Bliing is as overstretched as most Bollywood extravaganzas, but it coasts along on its often wacky humour, its minor characters (Lara Dutta is a hoot) and the chemistry between Jackon and Kumar.",POSITIVE,http://scroll.in/article/759358/film-review-amy-jackson-outshines-the-rest-of-the-turbanator-tribe-in-singh-is-bliing
singh_is_bliing,2289805,2015-10-19,Namrata Joshi,True,1.5/4,rotten,Outlook,Laughless and boring.,NEGATIVE,http://www.outlookindia.com/article/singh-is-bliing/295518
super_duper_alice_cooper,2798267,2021-06-15,Rhian Daly,False,4/5,fresh,NME,"The film's real masterstroke, however, is to cut in clips from the 1920 film Dr. Jekyll And Mr Hyde. This fits not only Cooper's love of vintage horror, but also the film's over-arching narrative...",POSITIVE,https://www.nme.com/reviews/reviews-alice-cooper-15341-309415
super_duper_alice_cooper,2762444,2021-02-01,Richard Crouse,False,3/5,fresh,Richard Crouse,"A fan friendly pastiche of images, sounds and info on one of the most outrageous rock 'n' roll acts ever.",POSITIVE,http://www.richardcrouse.ca/super-duper-alice-cooper-3-stars/
super_duper_alice_cooper,2506258,2018-08-31,Pat Padua,False,2.75,rotten,Spectrum Culture,The familiar arc is fueled by a potent theme that drove the persona that made him a millionaire: Good vs. Evil. If only the movie were as potent as that theme.,NEGATIVE,https://spectrumculture.com/2014/04/29/super-duper-alice-cooper/
super_duper_alice_cooper,2227381,2014-10-10,Jeff Baker,False,B,fresh,Oregonian,"The story is a familiar one, the vintage clips are great, and if you like Alice Cooper, you'll love it.",POSITIVE,http://www.oregonlive.com/movies/index.ssf/2014/10/reel_music_2014_super_duper_al.html
super_duper_alice_cooper,2201696,2014-05-08,Dennis Harvey,True,,fresh,Variety,"This enjoyable ride should appeal to Alice Cooper's original fans, as well as those who came to him via the performers he influenced.",POSITIVE,http://variety.com/2014/film/reviews/film-review-super-duper-alice-cooper-1201171460/
super_duper_alice_cooper,2199913,2014-04-25,Kevin Jagernauth,False,C,rotten,The Playlist,"Something like a cinematic Wikipedia entry, Super Duper Alice Cooper re-establishes the already familiar story of the rocker, but never stops long enough at any moment to get any real meaning out of it.",NEGATIVE,http://blogs.indiewire.com/theplaylist/tribeca-review-super-duper-alice-cooper-a-pedestrian-look-at-the-outrageous-rock-n-roll-icon-20140423
super_duper_alice_cooper,2198987,2014-04-21,Siobhan Synnot,False,3/5,fresh,Scotsman,"Cooper proves a genial, voluble rock idol, even if he does admit to swapping sex and drugs for golf.",POSITIVE,http://www.scotsman.com/what-s-on/film/film-reviews-transcendence-the-other-woman-1-3382377
super_duper_alice_cooper,2198372,2014-04-17,Leslie Felperin,True,2/5,rotten,Guardian,This competent but underwhelming portrait of the 70s/80s rock star sticks to the usual wave-graph structure of a thousand other rock bio-docs ...,NEGATIVE,http://www.theguardian.com/film/2014/apr/18/super-duper-alice-cooper-review
open_road,1859989,2009-12-11,Mike Scott,False,2/4,rotten,Times-Picayune,"An earnestly acted film with a movie-of-the-week vibe, it's watchable but too slow-moving -- and far too predictable -- to be entirely engaging.",NEGATIVE,http://www.nola.com/movies/index.ssf/2009/11/justin_timberlakes_the_open_ro.html
open_road,1856082,2009-11-19,Brian Orndorf,False,C-,rotten,DVDTalk.com,"The picture contains a few inspired moments of antagonism and redemption, but it's hard to get energized about a feature film that positions Timberlake in a leading role. The movie practically begs for more Bridges.",NEGATIVE,http://www.dvdtalk.com/reviews/39890/open-road-the/
open_road,1855823,2009-11-17,Norm Schrager,False,2/5,rotten,Filmcritic.com,plays like a familiar checklist,NEGATIVE,http://www.filmcritic.com/misc/emporium.nsf/reviews/The-Open-Road
open_road,1842233,2009-09-03,Amy Nicholson,True,C,rotten,Boxoffice Magazine,"A screenplay that feels written by numbers, but excellent performances make it deserve more attention than this late summer dump",NEGATIVE,http://boxoffice.com/reviews/2009/08/the-open-road.php
open_road,1842217,2009-09-03,Michael Ordoña,True,3/5,fresh,Los Angeles Times,"The Open Road is no Grand Prix winner, but it's no six-car pileup either. It's a low-key road movie that doesn't stray far from the very, very beaten path.",POSITIVE,"http://www.latimes.com/entertainment/news/la-et-open-road31-2009aug31,0,7762084.story"
open_road,1841938,2009-09-01,Michael Rechtshaffen,True,,rotten,Hollywood Reporter,"Despite its dependable cast, this ponderous road movie remains stuck in the slow lane.",NEGATIVE,
open_road,1841784,2009-09-01,Joe Leydon,True,,fresh,Variety,Entirely predictable but surprisingly involving.,POSITIVE,
almost_friends,2438257,2017-11-23,Daniel M. Kimmel,False,3/5,fresh,North Shore Movies,"You can see where this is going from a mile away. What makes it a pleasant film to watch (and it's out now ""On Demand"") are the leads.",POSITIVE,https://northshoremovies.wordpress.com/2017/11/22/review-almost-friends/
almost_friends,2437755,2017-11-21,Marjorie Baumgarten,True,,fresh,Austin Chronicle,[The film] has an easygoing charm that should earn it a solid place among the subset of movies about young people who emerge from their small-town cocoons and screw up their courage to take flight for the bright lights of New York City.,POSITIVE,https://www.austinchronicle.com/daily/screens/2016-10-16/austin-film-festival-review-holding-patterns/
almost_friends,2437013,2017-11-18,Todd Jorgenson,False,,rotten,Cinemalogue,"The two stars develop an offbeat chemistry, although the screenplay pushes an abundance of cutesy contrivances to muddle the emotional payoff.",NEGATIVE,http://cinemalogue.com/2017/11/15/capsule-reviews-nov-17
almost_friends,2437003,2017-11-18,Sheri Linden,True,,rotten,Hollywood Reporter,A comic drama that's sometimes appealingly gentle but more often frustratingly amorphous.,NEGATIVE,https://www.hollywoodreporter.com/review/almost-friends-1057894
almost_friends,2436803,2017-11-17,David Noh,False,,rotten,Film Journal International,"Just what we need right now: a comedy about a stalker! Thank you, Jake Goldberger, an auteur for our times.",NEGATIVE,http://fj.webedia.us/reviews/film-review-almost-friends
almost_friends,2435961,2017-11-15,Brian Orndorf,False,C,rotten,Blu-ray.com,"There's gentleness to the effort that's appealing, but it doesn't last long enough.",NEGATIVE,http://www.blu-ray.com/Almost-Friends/816967/#Review
almost_friends,2433187,2017-11-04,Roger Moore,False,2/4,rotten,Movie Nation,A romance that almost comes off,NEGATIVE,https://rogersmovienation.com/2017/11/04/movie-review-almost-friends-is-an-also-ran-of-a-romance/
where_i_belong_2012,2747305,2020-12-02,Roger Moore,False,2/4,rotten,Movie Nation,The drab interiors and exteriors mirror the dramatically flat odyssey that our heroine embarks on.,NEGATIVE,https://rogersmovienation.com/2020/12/02/movie-review-austrian-ex-pat-grows-up-stateless-in-britain-where-i-belong/
deluge_1933,2470967,2018-04-12,Guy Maddin,True,,fresh,Film Comment Magazine,"You can only dizzyingly conclude that measuring performances is pointless in this wondrous world of artifice, and this revelation comes just in time.",POSITIVE,https://www.filmcomment.com/article/guy-maddins-jolly-corner-deluge/
deluge_1933,2384460,2017-03-16,Sean Axmaker,False,,fresh,Seanax.com,"Deluge is pre-code and made outside the studio system (distributed by RKO), which gives the creators a little more freedom to imagine life after the fall in terms a studio would resist.",POSITIVE,http://streamondemandathome.com/blu-ray-deluge-1933-dvd/
housos_vs_authority,2132738,2013-03-13,Luke Buckmaster,False,,fresh,In Film Australia,"Paul Fenech has been lobbing comedy grenades for eons. Whether he intended it or not, his latest movie is one of Australia's most brutal satires of lower class suburbia.",POSITIVE,http://blogs.crikey.com.au/cinetology/2013/03/13/ya-done-good-shazza-housos-vs-authority-an-unflinching-aussie-satire/
housos_vs_authority,2113698,2012-11-07,Simon Foster,False,,rotten,Screen-Space,"Dawes is the film's rough diamond; underneath her vulgar facade, she takes Shazza on a (comparatively) strong emotional arc and, to her credit, somehow manages to engender audience empathy.",NEGATIVE,http://screen-space.squarespace.com/reviews/2012/11/8/housos-vs-authority.html
housos_vs_authority,2113294,2012-11-03,Matthew Toomey,False,C-,rotten,ABC Radio (Australia),The tiresome nature of the comedy wears thin very quickly. It's just the same easy jokes over and over again.,NEGATIVE,http://www.thefilmpie.com/index.php?option=com_content&view=article&id=2623:review-housos-vs-authority&catid=36:reviews
housos_vs_authority,2113191,2012-11-02,Jim Schembri,False,3/5,fresh,3AW,"Very faithful, very funny, very crass big-screen version of [the] brilliantly low-brow TV series...as far as a film doing justice to the TV show on which it is based, Housos vs Authority leaves the abomination of Kath & Kimderella for dead.",POSITIVE,http://tinyurl.com/ce3og62
housos_vs_authority,2112910,2012-11-01,Philippa Hawker,True,2.5/5,fresh,The Age (Australia),"It's a paean to the virtues of the versatile thong -- ubiquitous footwear, and a handy offensive weapon.",POSITIVE,http://www.theage.com.au/entertainment/movies/whine-women-and-thong-20121031-28k4c.html
charlie_chan_in_city_in_darkness,1198183,2003-09-16,Dennis Schwartz,False,C-,rotten,Dennis Schwartz Movie Reviews,This was one of the poorer Charlie Chan episodes.,NEGATIVE,https://dennisschwartzreviews.com/charliechanincityofdarkness/
ara_malikian_a_life_among_strings,2638140,2019-10-22,Sergio F. Pinilla,False,3/5,fresh,Cinemanía (Spain),[Has] recordings as valuable as the young prodigy's first television appearance. [Full review in Spanish],POSITIVE,https://cinemania.20minutos.es/peliculas/ara-malikian-una-vida-entre-las-cuerdas/critica/
1053155-lassie,102673436,2022-03-28,Mal Vincent,False,3/4,fresh,The Virginian-Pilot,The formula is unbeatable.,POSITIVE,https://scholar.lib.vt.edu/VA-news/VA-Pilot/issues/1994/vp940727/07270025.htm
1053155-lassie,2411005,2017-08-16,Gene Siskel,True,3/4,fresh,Chicago Tribune,A fine film for city kids to see.,POSITIVE,http://articles.chicagotribune.com/1994-07-22/entertainment/9407220073_1_star-water-tower-earnest
1053155-lassie,2130536,2013-02-28,Steven Gaydos,True,,fresh,Variety,"What makes ""Lassie"" work is the craftsmanship and thoughtfulness that director Petrie and his creative team bring to the task.",POSITIVE,http://www.variety.com/review/VE1117902927/
1053155-lassie,1535630,2006-08-31,Scott Tobias,True,B,fresh,AV Club,Writer-director Charles Sturridge doesn't mess with the Lassie formula%u2014he provides plenty of dog-porn shots of the collie bounding through scenery in slow motion%u2014but the overqualified cast puts the film over the top.,POSITIVE,
1053155-lassie,1415410,2005-07-19,Emanuel Levy,False,3/5,fresh,EmanuelLevy.Com,,POSITIVE,
1053155-lassie,1386537,2005-05-06,Caffeinated Clint,False,3/5,fresh,Film Threat,One of the finest incarnations of the series.....a warm and fuzzy experience,POSITIVE,
1053155-lassie,1143047,2003-05-20,Janet Maslin,True,3/5,fresh,New York Times,"A stubbornly sweet, picturesque children's film ...",POSITIVE,
1053155-lassie,787731,2002-09-26,Tony Toscano,False,4/5,fresh,Talking Pictures (U.S.),,POSITIVE,
1053155-lassie,309976,2002-04-27,Ryan Cracknell,False,60/100,rotten,Apollo Guide,,NEGATIVE,
1053155-lassie,35727,2000-01-01,Chris Hicks,False,,fresh,Deseret News (Salt Lake City),"In all, pretty good family fare.",POSITIVE,http://www.deseretnews.com/article/700000989/Lassie-1994.html
1053155-lassie,35720,2000-01-01,Kevin McManus,True,,fresh,Washington Post,"For better or worse, ""Lassie"" is as safe and square as the TV show of yesteryear.",POSITIVE,http://www.washingtonpost.com/wp-srv/style/longterm/movies/videos/lassiepgmcmanus_a09dfd.htm
1053155-lassie,35719,2000-01-01,Richard Leiby,True,,fresh,Washington Post,"The story may be predictable, ham-fisted and saccharine, but that's why kids (and softhearted parents) will like it.",POSITIVE,http://www.washingtonpost.com/wp-srv/style/longterm/movies/videos/lassiepgleiby_a09dfe.htm
1053155-lassie,35726,2000-01-01,Steve Rhodes,False,3/4,fresh,Internet Reviews,"The plot stays simple and predictable through out the entire movie, but you never mind because it is so life affirming.",POSITIVE,http://reviews.imdb.com/Reviews/35/3568
1053155-lassie,35724,2000-01-01,Marjorie Baumgarten,True,1.5/5,rotten,Austin Chronicle,"If you don't place too many demands on it, Lassie will while away your time pleasantly. But, ultimately this pup is all bark and no bite.",NEGATIVE,http://www.austinchronicle.com/gyrobase/Calendar/Film?Film=oid%3a138534
1053155-lassie,35718,2000-01-01,Roger Ebert,True,3/4,fresh,Chicago Sun-Times,"It's somehow reassuring, these days, to see a movie where there's no problem Lassie can't solve.",POSITIVE,http://www.rogerebert.com/reviews/lassie-1994
1053155-lassie,1915279,1994-07-22,Lisa Schwarzbaum,True,A-,fresh,Entertainment Weekly,"A remarkably clean, bracing production that does a difficult thing exceptionally well, depicting believably modern young people in a believably old-fashioned plot.",POSITIVE,"http://www.ew.com/ew/article/0,,303189,00.html"
the_tunnel_1989,2681944,2020-04-08,Octavi Marti,False,,fresh,El Pais (Spain),"It's enough to not worry about the changes or similarities and let ourselves go like María, the neurotic protagonist, in order to find in [director Antonio] Drove's work the anguish that the book first produced in us. [Full Review in Spanish]",POSITIVE,https://elpais.com/diario/1988/04/29/cultura/578268015_850215.html
entrails-of-the-beautiful-woman,2736903,2020-10-23,James Mudge,False,3,fresh,easternKicks.com,"About as far out as exploitation cinema gets, and while too much time is spent on the porno aspects, it's pretty entertaining and there are enough money shots to impress fans",POSITIVE,https://www.easternkicks.com/reviews/entrails-of-a-beautiful-woman
daisy_miller,2708917,2020-07-28,John Simon,False,,rotten,Esquire Magazine,"It is hard to determine to whom [director Peter Bogdanovich] has done the greater disservice: to his author, by assuming he could bring him to the screen, or to his inamorata, by assuming he could get her to act.",NEGATIVE,https://classic.esquire.com/article/1974/8/1/films
daisy_miller,2698054,2020-06-22,Quentin Tarantino,False,,fresh,The New Beverly,"By Bogdanovich turning the whole story into one that turns on fast-paced comic repartee, he leans the material into Shepherd's strengths.",POSITIVE,https://web.archive.org/web/20200321090855/https://thenewbev.com/tarantinos-reviews/daisy-miller/
daisy_miller,2685930,2020-04-27,Richard Brody,True,,fresh,New Yorker,Bogdanovich's bravura display of directorial style is as insightful as it is thrilling.,POSITIVE,https://www.newyorker.com/goings-on-about-town/movies/daisy-miller
daisy_miller,2680796,2020-04-02,Jonathan Rosenbaum,True,,rotten,Sight & Sound,The first and perhaps the final question to be asked about Peter Bogdanovich's adaptation of Henry James' novella is just why he chose to embark on it.,NEGATIVE,https://archive.org/details/Sight_and_Sound_1974_10_BFI_GB/page/n65/mode/2up
daisy_miller,2653363,2019-12-13,Dick Lochte,False,,rotten,Los Angeles Free Press,"Peter Bogdanovich's new film, Daisy Miller, like its title character, is lovely to look at but not quite delightful to know.",NEGATIVE,https://voices.revealdigital.org/?a=d&d=BGJFHJH19740712.1.45&e=-------en-20--1--txt-txIN---------------1
daisy_miller,2455859,2018-02-07,Jesús Fernández Santos,False,,fresh,El Pais (Spain),... a love story to which Cybill Sherpard and Barry Brown lend an exact and definitive charm. [Full review in Spanish],POSITIVE,https://elpais.com/diario/1976/09/05/cultura/210722417_850215.html
daisy_miller,2211997,2014-07-09,Dennis Schwartz,False,B-,fresh,Dennis Schwartz Movie Reviews,Fails to get at James' subtler and deeper inner truths about his cast of characters.,POSITIVE,https://dennisschwartzreviews.com/daisymiller/
daisy_miller,1859420,2009-12-08,Fernando F. Croce,False,,fresh,CinePassion,"A slender recital, yet more affecting than the entire Merchant-Ivory canon",POSITIVE,http://www.cinepassion.org/Reviews/d/DaisyMiller.html
daisy_miller,1523247,2006-07-06,Lori Hoffman,False,3/5,fresh,Atlantic City Weekly,,POSITIVE,
daisy_miller,1418207,2005-07-23,Emanuel Levy,False,C+,fresh,EmanuelLevy.Com,Cybill Shepard is miscast in Bogdanovich's otherwise handsome adaptation of Henry James' famous novel.,POSITIVE,http://emanuellevy.com/search/details.cfm?id=15883
daisy_miller,1372810,2005-03-27,Philip Martin,False,3/5,fresh,Arkansas Democrat-Gazette,,POSITIVE,
daisy_miller,1212854,2003-10-31,Carol Cling,False,3/5,fresh,Las Vegas Review-Journal,,POSITIVE,
steele_justice,102718028,2022-08-12,Dennis Harvey,False,,rotten,48 Hills,For knucklehead machismo...and cheesy imitations...,NEGATIVE,https://48hills.org/2022/08/screen-grabs-its-a-miracle-a-new-cinema-opens-in-sf/
steele_justice,102712017,2022-07-24,Ed Travis,False,,fresh,Cinapse,While Steele Justice is highly entertaining&#44; and very clearly following in the footsteps of a formula&#44; its action execution is often sloppy and ham-handed&#46;,POSITIVE,https://cinapse.co/steele-justice-1987-martin-kove-strikes-hard-with-this-post-vietnam-super-soldier-fantasy-147bbf30f67c
steele_justice,2642673,2019-11-06,Richard Freedman,False,0/4,rotten,Newhouse News Service,Who needs a Rambo spoof when Rambo so successfully spoofed itself?,NEGATIVE,https://cdnc.ucr.edu/?a=d&d=SBS19870508.1.61&srpos=5&e=-------en--20--1--txt-txIN-%e2%80%9cRichard+freedman%e2%80%9d+review-PAGE------1
steele_justice,784306,2002-09-18,Scott Weinberg,False,2/5,rotten,eFilmCritic.com,,NEGATIVE,
steele_justice,772021,2000-01-01,Dragan Antulov,False,5/10,rotten,rec.arts.movies.reviews,,NEGATIVE,http://reviews.imdb.com/Reviews/149/14927
conspiracy-of-hearts,2652642,2019-12-11,Clyde Gilmour,False,,fresh,Maclean's Magazine,"A highly accomplished tearjerker from Britain, and worth seeing for its warmth of feeling - even though you are aware all along that you are being ""worked on"" by a team of professional sentimentalists.",POSITIVE,https://archive.macleans.ca/article/1960/6/4/macleans-movies
conspiracy-of-hearts,2492244,2018-07-20,Isabel Quigly,False,,fresh,The Spectator,"It's the sort of film where in a crisis nuns roll their eyes skywards and slowly murmur, with clasped hands, things like : 'Sweet Jesus, have mercy.'",POSITIVE,http://archive.spectator.co.uk/article/4th-march-1960/18/cinema
conspiracy-of-hearts,2290967,2015-10-25,David Parkinson,True,,rotten,Time Out,"If you want to know what the ultimately synthetic box-office film would look like, then try this weepie.",NEGATIVE,http://www.timeout.com/london/film/conspiracy-of-hearts
conspiracy-of-hearts,2290965,2015-10-25,Film4 Staff,False,,fresh,Film4,A sincere and involving celebration of the human heart that manages to sell its moving story without relying on mere sentimentality.,POSITIVE,http://www.film4.com/reviews/1960/conspiracy-of-hearts
conspiracy-of-hearts,2290964,2015-10-25,Tony Sloman,False,4/5,fresh,Radio Times,"Thoughtful casting lends the film resonance, and it's far better than its potentially mawkish plot combination of children and nuns would suggest.",POSITIVE,http://www.radiotimes.com/film/hs6mw/conspiracy-of-hearts
conspiracy-of-hearts,2290963,2015-10-25,Bosley Crowther,True,,fresh,New York Times,"The pathos of little children caught in the agony of war is always a solid staple of sentiment on the screen. It has been well and touchingly presented in any number of films. And it is offered again with deep compassion in ""Conspiracy of Hearts"" ...",POSITIVE,http://www.nytimes.com/movie/review?res=940CE6DF1F38E333A2575BC0A9629C946191D6CF
when_a_man_falls_in_the_forest_2007,2000332,2011-07-28,Eugene Novikov,False,B,fresh,Film Blather,,POSITIVE,http://filmblather.com/films/whenamanfallsintheforest/
papagajka,2723729,2020-09-12,Noah Schwartz,False,4/10,rotten,Film Threat,"Papagajka starts with the mystery of an intriguing and beautiful world but, unfortunately, doesn't go beyond a surface level exploration of its world and characters.",NEGATIVE,https://filmthreat.com/reviews/papagajka/
papagajka,2314597,2016-03-14,David N. Butterworth,False,2.5/4,fresh,La Movie Boeuf,"A small yet satisfying psychological drama, dripping with atmosphere and surreal beauty.",POSITIVE,https://lamovieboeuf.wordpress.com/2016/03/11/papagajka-2016
addicted_2014,2622432,2019-09-06,Nicholas Bell,False,1/5,rotten,IONCINEMA.com,Addicted doesn't know how to competently address its issues of shame and guilt without simply reifying that sexual fulfillment is something that ravages unless tightly contained.,NEGATIVE,https://www.ioncinema.com/reviews/addicted-review
addicted_2014,2241687,2015-01-09,Dominick Suzanne-Mayer,False,F,rotten,Consequence,Addicted is the kind of film for which the Alan Smithee pseudonym was invented.,NEGATIVE,http://consequenceofsound.net/2014/10/film-review-addicted/
addicted_2014,2228327,2014-10-16,Jesse Hassenger,True,C-,rotten,AV Club,"Woodruff's direction is smooth enough on a technical level, but the film's storytelling has little dimension, even for a melodrama.",NEGATIVE,http://www.avclub.com/review/addicted-wants-teach-you-about-sex-addiction-and-g-210534
addicted_2014,2227903,2014-10-13,Nicole Herrington,True,,rotten,New York Times,"The actors are uniformly handsome and mostly serviceable, though the same can't be said about the filmmaking or the writing.",NEGATIVE,http://www.nytimes.com/2014/10/13/movies/addicted-a-cautionary-tale-about-lust.html?partner=rss&emc=rss
addicted_2014,2227902,2014-10-13,Brent Simon,False,,rotten,Screen International,"Part soapy melodrama, part steamy thriller of infidelity gone sideways, this film is wholly unconvincing as a study of sexual compulsion.",NEGATIVE,
addicted_2014,2227791,2014-10-11,Michael O'Sullivan,True,1.5/4,rotten,Washington Post,"Watching ""Addicted"" is like eating Cheese Whiz straight from the jar. There's no nutritional value. It's kind of embarrassing. But it does satisfy a base craving for cheap, immediate sensation.",NEGATIVE,http://www.washingtonpost.com/goingoutguide/movies/addicted-movie-review-zanes-bestselling-book-bares-all-on-the-big-screen/2014/10/10/43df416e-508d-11e4-aa5e-7153e466a02d_story.html
addicted_2014,2227790,2014-10-11,Frank Scheck,True,,rotten,Hollywood Reporter,"The film unfortunately depicts black female sexuality, a topic rarely portrayed onscreen, with all the depth and subtlety of a late night Cinemax offering.",NEGATIVE,http://www.hollywoodreporter.com/movie/addicted/review/740124
addicted_2014,2227789,2014-10-11,Gary Goldstein,True,,rotten,Los Angeles Times,"""Addicted"" doesn't know whether it wants to be a modern-day bodice-ripper, a morality-tinged cautionary tale or a serious snapshot of sexual compulsion. Whatever the case, it fails on all fronts.",NEGATIVE,http://www.latimes.com/entertainment/movies/moviesnow/la-et-mn-addicted-review-story.html
addicted_2014,2227788,2014-10-11,Geoff Berkshire,True,,rotten,Variety,"Billed as an erotic thriller but playing more like an R-rated daytime soap, ""Addicted"" marks a rare but dramatically neutered opportunity to explore a black woman's sexuality onscreen.",NEGATIVE,http://variety.com/2014/film/reviews/film-review-addicted-1201327123/
addicted_2014,2227721,2014-10-10,James Rocchi,True,1.5/5,rotten,TheWrap,"""Addicted"" doesn't fail because it wants to provide steamy, soapy melodrama to a mainstream audience; its faults are a function of its judgment, not of its genre ... more Cinemax than cinematic.",NEGATIVE,http://www.thewrap.com/addicted-review-director-bille-woodruff-offers-sex-shame-and-clumsy-melodrama/
addicted_2014,2227686,2014-10-10,Sheila O'Malley,True,1.5/4,rotten,RogerEbert.com,The film lingers so lovingly over Zoe's many sexual exploits that one almost feels disappointed when it becomes clear that the film is about to turn into a lecture. Erotica is best when it doesn't take itself too seriously.,NEGATIVE,http://www.rogerebert.com/reviews/addicted-2014
